21.1350606018059	,	52.1555601954502	,	Plac zabaw
21.0838347795547	,	52.1637001436995	,	Capital Park
21.0848481700896	,	52.1685993845054	,	Szkoła Podstawowa 261
21.0103549469459	,	52.2226282429733	,	Hala Koszyki. garaż poziom -2
20.9910700336723	,	52.1852037198554	,	Adgar Business Centre II
21.1602935237928	,	52.2135985002278	,	P+R Anin
20.9850504488106	,	52.2057514571422	,	Warszawski Uniwersytet Medyczny
20.9996684886766	,	52.2345766660409	,	SPEKTRUM TOWER. dziedziniec
21.0028738664514	,	52.1791625393903	,	CH Galeria Mokotów
21.0956202366653	,	52.1248983503693	,	Droga serwisowa. odcinek Przekorna-Zapłocie
21.1040418979958	,	52.1189833498768	,	Stacja Benzynowa Schell
21.0254721471667	,	52.1410256903494	,	CH Ursynów
21.0188622651379	,	52.2129345034009	,	Plac Unii CITI-SHOPPING
20.9898385729419	,	52.2165553309365	,	Krajowa Szkoła Administracji Publicznej
20.9661047516064	,	52.1821708131876	,	DS Smith Polska
21.0149936038414	,	52.2163351183142	,	Rondo Jazdy Polskiej
20.9517038041694	,	52.2109297843490	,	Adgar Park
21.0686830461628	,	52.1736774140877	,	Szkoła Podstawowa nr 300
20.9492665125923	,	52.3433580652526	,	Szkoła Podstawowa nr 154
21.0771571855659	,	52.3041785729171	,	CH Targówek
21.1056702443091	,	52.2305056325656	,	CH Promenada
20.9988957933695	,	52.1821069236949	,	EMPARK dziedziniec
21.1155835335198	,	52.1690905454994	,	Plac zabaw
20.9827313881035	,	52.2436018532931	,	Ochnik Development parking
21.0046977416168	,	52.1798212257479	,	CH Galeria Mokotów. garaż poziom 0
21.0054404754608	,	52.2291044796026	,	PKP Śródmieście
20.8912253540296	,	52.2405366131166	,	Decathlon
21.0080026151670	,	52.2088714416226	,	Szkoła Główna Handlowa
21.0794467407261	,	52.3098834100369	,	Decathlon Targówek
21.1083164352753	,	52.2125527684344	,	Siłownia plenerowa
21.0701537250528	,	52.1742591642165	,	Siłownia plenerowa
21.0248895641047	,	52.1547554844608	,	Szkoła Podstawowa nr 313
20.9949726477676	,	52.2163730073990	,	Kładka nad ul. Wawelską
21.0468355564656	,	52.2142360265021	,	Toyota Chodzeń
21.0632870249731	,	52.1388737272253	,	Szkoła Podstawowa nr 340
21.1194693411448	,	52.2331762329608	,	Hotel Ibis
20.9488993312852	,	52.2119358053699	,	Decathlon Reduta
21.0247850263453	,	52.1806592575456	,	P+R Wilanowska. poziom 0
20.9555824217954	,	52.2384514613103	,	Stacja benzynowa
21.0318150496955	,	52.2506331694629	,	Urząd Dzielnicy Praga Północ
21.0244830296899	,	52.1684062547199	,	Służewiecki Dom Kultury
20.9428109825398	,	52.1749200709570	,	P+R al. Krakowska
21.0381600362756	,	52.2549699839286	,	CH Warszawa Wileńska. garaż
21.0099975019690	,	52.2332390106599	,	DT Centrum
20.9770872141034	,	52.2874704083551	,	Park Kępa Potocka
21.0811752464750	,	52.1623659024556	,	Pizza Restaurant
21.1034081100183	,	52.1208758628889	,	Parking samochodowy
20.9614273241304	,	52.2763225832472	,	Metro Słodowiec. południowe wejście
20.9560403454317	,	52.2120209027593	,	CH Blue City
20.9529591758165	,	52.2098574248785	,	Adgar Park
21.0275691293298	,	52.1622165418184	,	P+R Ursynów
21.0795452466754	,	52.3057026051717	,	CH Targówek
